$WEATHER,DATA,:,Point,"Coupee,",LA,,
2022313,15.5,28.9,15.6,0,,,
2022314,16.6,25.6,13.3,0,,,
2022315,15.3,26.1,11.1,2.5,,,
2022316,7.3,17.8,3.9,0.3,,,
2022317,17.3,12.8,1.7,0,,,
2022318,8.3,15.6,3.9,33,,,
2022319,4.8,12.2,5.6,1,,,
2022320,7,11.7,1.1,0,,,
2022321,11.8,13.9,-1.7,0,,,
2022322,15.4,16.1,-0.6,0,,,
2022323,2.3,9.4,6.1,1.8,,,
2022324,14.8,13.9,3.9,0,,,
2022325,9,14.4,3.9,0,,,
2022326,6.1,15.6,8.9,0,,,
2022327,14.4,24.4,7.2,0,,,
2022328,6.7,23.9,12.8,15.7,,,
2022329,5.5,21.7,12.8,0.3,,,
2022330,1.7,21.1,8.9,17.8,,,
2022331,14.6,21.7,8.9,0,,,
2022332,14.5,22.8,10.6,0,,,
2022333,5.3,27.2,13.3,2,,,
2022334,14.2,15.6,3.3,0,,,
2022335,15,16.7,3.3,0,,,
2022336,11.5,24.4,5.6,0,,,
2022337,5.8,25.6,17.8,8.4,,,
2022338,7,21.1,14.4,0,,,
2022339,6.2,26.1,17.2,0,,,
2022340,9.6,27.2,18.3,0,,,
2022341,9,27.8,17.2,0,,,
2022342,10.4,27.2,17.2,0,,,
2022343,9.9,26.7,17.8,0,,,
2022344,8.3,24.4,16.7,0,,,
2022345,5.3,21.1,17.2,54.1,,,
2022346,8.9,22.8,16.1,0,,,
2022347,5.1,23.9,17.2,0,,,
2022348,3.4,17.2,5,2.8,,,
2022349,14.4,16.1,3.3,0,,,
2022350,13.4,16.7,4.4,0,,,
2022351,6.6,11.1,3.9,0,,,
2022352,13.8,12.8,2.8,0,,,
2022353,2.2,7.8,3.3,51.3,,,
2022354,4.8,12.2,7.2,11.7,,,
2022355,4,9.4,7.2,0,,,
2022356,5.3,8.3,-7.8,2.5,,,
2022357,14.3,9.2,-0.1,0,,,
2022358,14.2,1.7,-6.1,0,,,
2022359,14.3,11.7,-4.4,0,,,
2022360,13.6,12.8,-3.9,0,,,
2022361,14,21.7,-0.6,0,,,
2022362,10.8,23.9,4.4,0,,,
2022363,9.7,25,15.6,1.8,,,
2022364,2.5,19.4,15,59.7,,,
2022365,9.4,21.1,11.7,0,,,
2023001,4.8,20,8.9,0.5,,,
2023002,7.2,23.3,18.3,0,,,
2023003,5.7,26.7,12.8,3,,,
2023004,13.9,23.3,7.8,0,,,
2023005,14.1,19.4,5.6,0,,,
2023006,14,20.6,5,0,,,
2023007,12.8,25,10.6,0,,,
2023008,3.6,17.8,11.1,17.3,,,
2023009,12.5,17.2,6.7,0,,,
2023010,11,25,6.7,2.5,,,
2023011,10.1,20.6,8.3,0,,,
2023012,12.5,19.4,2.8,2.3,,,
2023013,15,10.6,3.3,0,,,
2023014,15.5,15,1.1,0,,,
2023015,12.8,17.8,3.3,0,,,
2023016,4.9,21.7,12.2,0,,,
2023017,8,26.1,18.3,1.8,,,
2023018,6.8,25.6,14.4,9.9,,,
2023019,15.1,15.6,6.7,0.3,,,
2023020,7.2,13.3,8.9,0,,,
2023021,2.2,15,6.1,25.4,,,
2023022,11.4,14.4,2.2,0,,,
2023023,16.4,15.6,3.3,0,,,
2023024,2.2,18.3,6.7,43.9,,,
2023025,9.9,14.4,7.2,0,,,
2023026,16.5,12.8,3.3,0,,,
2023027,14,14.4,1.1,0,,,
2023028,13.4,22.2,7.8,0,,,
2023029,1.7,19.4,14.4,62.7,,,
2023030,4.4,17.2,7.2,0.3,,,
2023031,3.7,15,5,4.6,,,
2023032,3.2,7.8,3.9,4.1,,,
2023033,2,7.2,1.7,11.9,,,
2023034,17.3,14.4,2.8,0,,,
2023035,17.7,16.1,1.7,0,,,
2023036,15.4,20.6,3.9,0,,,
2023037,17.3,21.7,6.1,0,,,
2023038,12.6,24.4,12.8,0,,,
2023039,7.3,20,9.4,34.8,,,
2023040,17.8,19.4,9.4,0,,,
2023041,6,17.8,9.4,0,,,
2023042,3.9,10.6,2.8,4.1,,,
2023043,19.2,16.7,3.3,0,,,
2023044,18.2,22.2,6.1,0,,,
2023045,6.2,25.6,11.1,0.5,,,
2023046,6.3,24.4,18.9,0,,,
2023047,4.9,26.1,8.3,21.8,,,
2023048,18.3,13.9,0,0,,,
2023049,19,20.6,0.6,0,,,
2023050,16.7,24.4,4.4,0,,,
2023051,11.2,25,11.1,0,,,
2023052,10.4,26.7,19.4,0,,,
2023053,7.6,26.7,19.4,0.3,,,
2023054,11.9,29.4,21.1,0,,,
2023055,11.8,28.3,19.4,0,,,
2023056,15.8,29.4,18.3,0,,,
2023057,18.7,26.7,19.4,0,,,
2023058,10.6,28.3,18.9,0,,,
2023059,18.7,28.3,19.4,0,,,
2023060,14.4,28.9,20.6,0,,,
2023061,13.2,28.9,17.8,0,,,
2023062,20.3,23.9,10,0,,,
2023063,22,23.9,10.6,0,,,
2023064,21.9,26.7,12.2,0,,,
2023065,14.4,30,16.7,0,,,
2023066,14.2,30,20.6,0,,,
2023067,17.1,28.9,18.3,0,,,
2023068,18.2,29.4,18.3,0,,,
2023069,8.8,21.7,13.3,0,,,
2023070,14.6,28.3,15.6,0,,,
2023071,9.3,27.8,12.2,0,,,
2023072,17.5,18.9,8.3,0,,,
2023073,14.2,14.4,5.6,0,,,
2023074,23.4,19.4,5,0,,,
2023075,15.1,23.9,7.8,0,,,
2023076,5.9,19.4,5.6,80.5,,,
2023077,9,9.4,1.1,0,,,
2023078,22.7,14.4,-2.2,0,,,
2023079,24.8,22.8,-1.1,0,,,
2023080,17.5,21.7,6.1,0,,,
2023081,19.6,27.2,15.6,0,,,
2023082,14.6,28.3,17.8,0,,,
2023083,10,27.2,20,1.5,,,
2023084,22.4,30.6,19.4,0,,,
2023085,12.1,28.3,19.4,0,,,
2023086,18.8,24.4,13.9,0,,,
2023087,17.1,19.4,10.6,9.7,,,
2023088,13.9,17.8,9.4,1.3,,,
2023089,23.2,26.1,11.1,0,,,
2023090,10.8,27.2,18.9,0,,,
2023091,21.8,30.6,20,0,,,
2023092,17.5,27.2,16.7,0,,,
2023093,18.1,30.6,21.1,5.6,,,
2023094,15,30,22.2,0,,,
2023095,16.3,25.6,17.8,0,,,
2023096,10.9,22.2,16.1,12.2,,,
2023097,7.1,18.3,13.9,81.3,,,
2023098,9.6,20,13.9,24.9,,,
2023099,9.7,19.4,12.8,0,,,
2023100,17.7,21.7,12.2,0,,,
2023101,16.7,23.3,15,0.3,,,
2023102,12.9,21.7,15.6,0.3,,,
2023103,15.7,21.7,16.1,0,,,
2023104,25.5,26.7,14.4,0,,,
2023105,7.7,21.7,11.7,32.3,,,
2023106,25.4,23.3,8.3,10.4,,,
2023107,28.4,23.9,8.9,0,,,
2023108,12.6,21.7,11.7,0,,,
2023109,26.3,27.8,15,0,,,
2023110,23.2,28.9,17.8,0,,,
2023111,18.1,26.7,16.7,27.7,,,
2023112,28,26.1,12.8,0,,,
2023113,13.5,22.2,13.3,0,,,
2023114,18.5,25,11.1,0,,,
2023115,20.5,26.7,11.7,0,,,
2023116,22.7,28.9,17.8,7.1,,,
2023117,18.8,26.1,14.4,12.2,,,
2023118,28.4,26.7,14.4,0,,,
2023119,9.9,22.8,16.1,3,,,
2023120,28.7,26.7,12.8,0,,,
2023121,28.1,26.1,13.9,0,,,
2023122,25.8,27.2,12.2,0.3,,,
2023123,27.1,29.4,12.8,0,,,
2023124,25.2,27.2,13.9,0,,,
2023125,14.7,28.9,20,26.4,,,
2023126,9.9,23.9,18.9,42.4,,,
2023127,17.8,30,19.4,0,,,
2023128,12.2,28.9,22.2,0,,,
2023129,10.8,28.9,21.1,6.4,,,
2023130,12.9,27.8,21.1,0.3,,,
2023131,17.4,28.9,22.2,0,,,
2023132,22.6,32.2,22.8,2.5,,,
2023133,25.7,31.7,20.6,0,,,
2023134,24.6,32.2,21.1,0,,,
2023135,23.6,33.3,20.6,7.6,,,
2023136,24.3,31.7,21.1,0,,,
2023137,20,30,22.2,0,,,
2023138,26.2,31.1,20.6,0,,,
2023139,26.6,32.8,20,0,,,
2023140,23,33.3,21.7,0,,,
2023141,16.4,26.7,20,0,,,
2023142,23.5,31.1,17.8,0,,,
2023143,26.5,29.4,18.9,0,,,
2023144,22,28.3,18.9,0,,,
2023145,25.6,31.1,18.9,0,,,
2023146,25.4,31.7,18.9,0,,,
2023147,24.1,31.1,19.4,0,,,
2023148,24.9,30,19.4,0,,,
2023149,24.5,31.1,20.6,0,,,
2023150,24.6,32.8,21.1,0,,,
2023151,24.5,31.7,19.4,0,,,
2023152,25.2,32.2,19.4,0,,,
2023153,26.4,32.8,20.6,0,,,
2023154,24.9,34.4,20.6,1.5,,,
2023155,22.6,32.8,20.6,0,,,
2023156,17.6,31.7,21.1,0,,,
2023157,21.6,31.7,19.4,0,,,
2023158,23.8,32.8,20.6,0,,,
2023159,24.9,33.9,22.2,0,,,
2023160,24,33.3,21.7,0,,,
2023161,24.3,33.3,21.7,0,,,
2023162,24.9,33.3,22.2,0,,,
2023163,21,34.4,23.3,8.4,,,
2023164,23.8,33.9,22.8,0,,,
2023165,24,36.1,26.1,0,,,
2023166,22.6,36.7,26.1,0,,,
2023167,25,37.8,23.9,0,,,
2023168,24,36.7,25,0.5,,,
2023169,21.8,36.1,26.1,0,,,
2023170,23.7,31.7,24.4,0,,,
2023171,19.3,33.9,22.8,26.7,,,
2023172,23,33.3,21.7,10.2,,,
2023173,20.4,32.8,23.3,0,,,
2023174,24.2,35.6,23.3,0,,,
2023175,22.3,35,25,1,,,
2023176,27.4,37.2,25.6,0,,,
2023177,15.6,31.7,22.2,3.8,,,
2023178,26.4,36.1,25,6.3,,,
2023179,27.1,36.7,25,0,,,
2023180,27.4,37.2,25,0,,,
2023181,26.8,36.7,26.1,0,,,
2023182,25.7,37.2,26.1,0,,,
2023183,24.3,36.7,26.1,0,,,
2023184,23.5,36.7,26.1,0,,,
2023185,19.8,34.4,24.4,14,,,
2023186,18.1,33.9,23.9,10.9,,,
2023187,20.1,33.3,23.3,0,,,
2023188,21.9,33.3,23.3,0,,,
2023189,24.2,32.2,24.4,0,,,
2023190,17.8,31.7,24.4,11.4,,,
2023191,18.6,32.8,25,0,,,
2023192,22.9,35,25,0,,,
2023193,21.7,35.6,25.6,0,,,
2023194,22.9,36.1,27.2,0,,,
2023195,23.9,36.1,26.1,0,,,
2023196,24.8,36.7,26.1,0,,,
2023197,21.8,36.7,22.2,37.6,,,
2023198,24,36.7,22.8,0.3,,,
2023199,27.2,36.7,24.4,0,,,
2023200,26.8,36.1,25.6,0,,,
2023201,26.4,37.2,25.6,0,,,
2023202,26.6,36.7,26.1,0,,,
2023203,22.1,36.7,22.2,16.5,,,
2023204,25.5,32.8,24.4,1.8,,,
2023205,27.3,35.6,23.3,0,,,
2023206,25.9,35,23.9,0,,,
2023207,26.3,35.6,22.8,0,,,
2023208,24.7,36.1,23.3,0,,,
2023209,26.5,36.7,21.7,0,,,
2023210,26.5,37.2,22.2,0,,,
2023211,25.8,37.8,25.6,0,,,
2023212,22.4,38.3,26.1,0,,,
2023213,25,38.3,25,16.5,,,
2023214,21.3,37.2,25.6,0,,,
2023215,25.1,36.7,25,0,,,
2023216,27,37.8,25.6,0,,,
2023217,26.9,37.8,25.6,0,,,
2023218,24.8,37.8,26.1,0,,,
2023219,25.5,37.8,26.7,0,,,
2023220,21.2,37.2,25,0,,,
2023221,24.8,37.8,27.2,0,,,
2023222,26.2,38.9,27.2,0,,,
2023223,26.5,38.9,26.7,0,,,
2023224,26.4,38.3,26.1,0,,,
2023225,26.3,37.8,26.7,0,,,
2023226,26.3,38.9,26.7,0,,,
2023227,25.3,36.7,25.6,0,,,
2023228,26.9,35,25.6,0,,,
2023229,27.4,35,22.2,0,,,
2023230,26.1,38.3,23.9,0,,,
2023231,24.8,38.9,25.6,0,,,
2023232,24.1,40,26.1,0,,,
2023233,22.2,38.9,26.7,0,,,
2023234,24.2,38.9,25,0,,,
2023235,23.3,38.3,26.1,1,,,
2023236,19.6,37.8,25,0.3,,,
2023237,23.1,38.9,25,3.6,,,
2023238,23.1,38.9,25.6,0,,,
2023239,20.6,40,26.7,8.6,,,
2023240,16.7,33.3,23.3,8.6,,,
2023241,19.7,34.4,24.4,0,,,
2023242,25.4,35,24.4,0.5,,,
2023243,24.7,35,23.3,0,,,
2023244,23.3,33.9,23.9,0,,,
2023245,18.9,33.3,24.4,0,,,
2023246,20.8,34.4,24.4,0,,,
2023247,18.3,31.2,23.7,3,,,
2023248,20.5,36.1,25.6,0.3,,,
2023249,22.6,36.7,25.6,0,,,
2023250,22.2,37.8,24.4,0,,,
2023251,10.7,32.8,22.2,2.3,,,
2023252,23.4,32.8,21.7,0,,,
2023253,24.4,31.7,21.7,0,,,
2023254,23.3,33.9,20.6,0,,,
2023255,19.7,32.8,21.7,0,,,
2023256,16.9,34.4,23.3,0.9,,,
2023257,14.3,29.4,23.9,3,,,
2023258,20.3,32.8,22.8,1.3,,,
2023259,21.6,33.3,22.2,0,,,
2023260,22.6,33.3,22.2,0,,,
2023261,23.7,34.4,18.3,0,,,
2023262,23.3,35,17.2,0,,,
2023263,22.6,33.3,21.1,0,,,
2023264,20.6,33.3,21.7,0,,,
2023265,16.7,33.3,23.3,0,,,
2023266,20,35,25.6,0,,,
2023267,14.1,33.3,25.6,0,,,
2023268,14.8,31.7,23.3,0,,,
2023269,17.6,33.9,22.8,0.8,,,
2023270,19.9,36.1,22.2,0,,,
2023271,17.7,33.3,21.7,0,,,
2023272,20.6,33.9,18.9,0,,,
2023273,21.6,33.3,19.4,0,,,
2023274,21.4,32.2,18.3,0,,,
2023275,21.4,33.9,17.8,0,,,
2023276,17.8,33.3,17.2,0,,,
2023277,19.4,32.8,21.1,0,,,
2023278,7.6,30.6,23.3,0.4,,,
2023279,14.2,28.3,22.2,0,,,
2023280,17.5,25,15.6,0,,,
2023281,21.8,25,12.2,0,,,
2023282,21.4,27.8,12.2,0,,,
2023283,10.5,22.5,10.2,0,,,
2023284,4.9,20.6,15,6.1,,,
2023285,14.8,27.2,13.3,0,,,
2023286,19.3,25.6,15.6,0,,,
2023287,20.4,24.4,15.6,0,,,
2023288,13.9,20.6,11.7,0,,,
2023289,19.8,20,10,0,,,
2023290,20.1,23.9,7.2,0,,,
2023291,19.6,27.2,12.2,0,,,
2023292,14.9,31.1,12.2,0,,,
2023293,18.9,32.2,15,0,,,
2023294,17.9,31.7,16.1,0,,,
2023295,13.7,31.7,16.7,0,,,
2023296,18,31.1,16.1,0,,,
2023297,14.6,30,19.4,0,,,
2023298,16.6,30.4,24.9,0,,,
2023299,13.5,30.6,20,0,,,
2023300,10.9,31.1,20,0,,,
2023301,13.7,29.4,18.3,0,,,
2023302,14.4,21.7,10.6,0,,,
2023303,5.1,20.6,8.3,0.3,,,
2023304,8.8,14.4,7.8,7.5,,,
2023305,19.2,15.6,3.9,0,,,
2023306,18.5,20,3.3,0,,,
2023307,17.8,25.6,8.3,0,,,
2023308,17.4,27.8,8.3,0,,,
2023309,16.5,27.8,9.4,0,,,
2023310,14.2,28.9,13.3,0,,,
2023311,14,28.3,15,0,,,
2023312,13.8,28.9,13.9,0,,,
2023313,11.7,28.9,13.9,0,,,
2023314,4.5,21.7,14.4,4.8,,,
2023315,3.6,16.7,14.4,2.8,,,
2023316,7.9,21.1,15,0,,,
2023317,2.1,17.8,15,8.6,,,
2023318,3.5,16.7,13.9,21.9,,,
2023319,4.8,21.7,13.9,16.9,,,
2023320,4.9,23.3,15,0.5,,,
2023321,8.3,22.8,15.6,0,,,
2023322,9,22.2,12.8,0,,,
2023323,15.7,22.2,6.1,0,,,
2023324,9.4,28.3,12.8,22.6,,,
2023325,3.9,20,13.3,0.3,,,
2023326,11.6,15.6,6.7,0,,,
2023327,3.6,12.8,6.7,1.8,,,
2023328,10,18.9,6.1,0,,,
2023329,11.8,19.4,6.7,0,,,
2023330,11.8,15,2.8,0,,,
2023331,14.3,13.3,3.9,0,,,
2023332,14.7,17.2,3.9,0,,,
2023333,11.8,17.2,2.2,0,,,
2023334,7.2,17.8,8.9,8.4,,,
2023335,6.5,24.4,16.1,122.2,,,
2023336,5.1,20.6,17.8,5.3,,,
2023337,10.7,21.1,10.6,0,,,
2023338,13.3,18.9,5.6,0,,,
2023339,10.1,15,5,0,,,
2023340,14.6,15,2.2,0,,,
2023341,12.5,17.2,0,0,,,
2023342,4.4,20.6,7.2,0,,,
2023343,8,26.7,13.9,15,,,
2023344,14.3,13.9,2.8,0.3,,,
2023345,14.6,16.1,-0.6,0,,,
2023346,14,18.9,2.2,0,,,
2023347,12.3,18.9,3.9,0,,,
2023348,12,20,7.8,0,,,
2023349,10.7,20.6,8.3,0,,,
2023350,1.9,15.6,12.2,26.7,,,
2023351,14.1,15.6,6.7,0,,,
2023352,13.9,18.9,5.6,0,,,
2023353,12.6,13.9,3.9,0,,,
2023354,12.7,17.8,5.6,0,,,
2023355,8.9,19.4,7.8,0,,,
2023356,11.5,22.2,12.8,0,,,
2023357,9.5,18.3,13.3,0,,,
2023358,2.4,17.2,8.9,39.6,,,
2023359,5.5,17.2,7.2,0,,,
2023360,10.9,14.4,4.4,0,,,
2023361,10.1,16.7,6.7,0,,,
2023362,13.9,10.6,2.2,0,,,
2023363,13.9,11.1,1.1,0,,,
2023364,14.2,14.4,-0.6,0,,,
2023365,13.9,16.1,3.3,0,,,
2024001,10.9,14.4,0.6,0,,,
2024002,13.8,13.3,1.7,0,,,
2024003,11.8,15,3.9,9.4,,,
2024004,14.3,18.9,0.6,0,,,
2024005,3.6,13.9,4.4,12.6,,,
2024006,7.7,10.6,6.1,0,,,
2024007,11.6,15,1.1,0,,,
2024008,2.8,21.1,8.3,74.2,,,
2024009,14.6,12.2,4.4,1.5,,,
2024010,14.6,20.6,3.9,0,,,
2024011,10.8,20,3.3,0,,,
2024012,13.1,23.3,4.4,5.1,,,
2024013,15.3,13.9,-1.1,0,,,
2024014,14.5,18.9,0.6,0,,,
2024015,6.6,6.1,-2.2,0,,,
2024016,15.2,-1.1,-8.9,0,,,
2024017,16.1,6.1,-8.3,0,,,
2024018,5.4,15,2.2,1.5,,,
2024019,15.6,11.7,-4.4,0.3,,,
2024020,15.6,9.4,-3.9,0,,,
2024021,11,18.3,-3.3,0,,,
2024022,7.3,17.8,3.3,2,,,
2024023,3.5,20.6,13.9,5.8,,,
2024024,2,23.3,16.7,82.6,,,
2024025,2.8,18.3,15.6,27.9,,,
2024026,2.8,17.8,12.2,23.1,,,
2024027,7.9,17.2,11.1,11.2,,,
2024028,7.2,11.1,2.8,0,,,
2024029,16.8,20.6,2.8,0,,,
2024030,15.6,20,5.6,0,,,
2024031,17.1,21.7,6.7,0,,,
2024032,11.8,20,6.7,0,,,
2024033,16.5,22.8,5.6,0,,,
2024034,2.9,14.4,10.6,28.7,,,
2024035,11.3,17.2,8.3,0.5,,,
2024036,15,16.7,8.3,0.8,,,
2024037,17.9,19.4,7.2,0,,,
2024038,12,21.7,11.7,0,,,
2024039,7.8,23.9,11.7,1,,,
2024040,10.8,25.6,16.1,0,,,
2024041,8.3,24.4,17.2,1.8,,,
2024042,7.8,25,18.3,20.1,,,
2024043,14.1,18.9,8.3,0,,,
2024044,19,15.6,5.6,0,,,
2024045,18.8,19.4,3.9,0,,,
2024046,12.4,21.1,7.8,0,,,
2024047,5.9,15,4.4,0,,,
2024048,6.1,13.9,0,0,,,
2024049,18.9,16.7,0,0,,,
2024050,19.8,16.7,-1.1,0,,,
2024051,18.8,22.8,4.4,0,,,
2024052,18.3,23.9,8.9,0,,,
2024053,11,23.9,14.4,0,,,
2024054,19.9,23.3,14.4,0,,,
2024055,20.6,23.9,5.6,0,,,
2024056,20.1,25.6,6.1,0,,,
2024057,11,27.8,13.3,0,,,
2024058,15.2,23.9,10.6,0,,,
2024059,6.3,25,16.7,1,,,
2024060,8.8,16.7,10,0,,,
2024061,7.9,15.6,6.7,15,,,
2024062,15.2,23.9,11.7,0,,,
2024063,13,26.1,16.1,0,,,
2024064,4.9,22.8,17.8,37.1,,,
2024065,6.2,20,13.9,33.9,,,
2024066,21.1,26.1,14.4,6.5,,,
2024067,16.4,23.9,15,0,,,
2024068,4.6,27.8,16.1,0,,,
2024069,8.3,27.8,16.1,0,,,
2024070,20.4,19.4,6.7,0,,,
2024071,18.6,20.6,11.1,0,,,
2024072,17.3,24.4,9.4,0,,,
2024073,14.9,26.1,16.1,0,,,
2024074,14.9,29.4,17.8,0,,,
2024075,9.3,27.2,16.7,11.1,,,
2024076,15.4,26.1,15.6,0,,,
2024077,8.8,21.1,15,27.9,,,
2024078,22.9,18.3,7.2,0,,,
2024079,24.4,17.8,4.4,0,,,
2024080,16,21.1,5.6,0,,,
2024081,5.5,16.7,11.1,1.9,,,
2024082,18.8,22.2,11.7,10.7,,,
2024083,24.2,23.3,12.8,0,,,
2024084,13.4,20.6,9.4,0,,,
2024085,6.3,22.2,13.3,9.9,,,
2024086,22.9,20,9.4,22.9,,,
2024087,16.5,17.8,8.9,0,,,
2024088,25.5,22.8,6.7,0,,,
2024089,24.9,24.4,6.7,0,,,
2024090,20.1,26.7,13.9,0,,,
2024091,14.6,27.2,18.3,0,,,
2024092,13.1,27.8,20.6,0,,,
2024093,13,28.3,17.2,0.7,,,
2024094,26.7,23.3,7.8,0,,,
2024095,27.1,27.2,10,0,,,
2024096,26.1,27.8,11.1,0,,,
2024097,21,28.3,11.7,0,,,
2024098,9.6,26.7,17.2,0,,,
2024099,11.5,25.6,19.4,8.9,,,
2024100,8.8,25,19.4,4,,,
2024101,12.8,23.3,16.7,40.1,,,
2024102,23.4,24.4,15,0.3,,,
2024103,27.6,28.3,10.6,0,,,
2024104,26.7,28.3,10.6,0,,,
2024105,23.9,28.9,12.8,0,,,
2024106,20.4,27.8,15,0,,,
2024107,17.5,29.4,20,0,,,
2024108,12.4,27.8,20.6,0,,,
2024109,12.1,27.8,21.1,0,,,
2024110,18,30,20.6,0,,,
2024111,15.4,28.3,14.4,0.5,,,
2024112,21,20,11.7,7.9,,,
2024113,29.1,26.1,7.2,0,,,
2024114,28.5,27.8,8.9,0,,,
2024115,21,27.8,13.9,0,,,
2024116,24.2,29.4,15.6,0,,,
2024117,19.9,30.6,18.9,0,,,
2024118,21.9,30,21.1,0,,,
2024119,18.9,30.6,21.7,0,,,
2024120,4.2,23.9,17.2,38.1,,,
2024121,28,32.2,17.2,0,,,
2024122,27.7,27.8,18.3,0,,,
2024123,5.3,25.6,20,2.3,,,
2024124,10.4,25,17.8,7.4,,,
2024125,19.2,30.6,18.9,0,,,
2024126,13.8,28.9,19.4,0,,,
2024127,20.7,31.1,20.6,0,,,
2024128,13.4,30.6,23.3,0,,,
2024129,19.8,32.8,25,0,,,
2024130,15.8,32.2,25.6,0,,,
2024131,25.8,28.3,17.8,0,,,
2024132,24.4,26.1,17.8,0.3,,,
2024133,8.7,28.9,18.9,7.6,,,
2024134,9.8,26.1,17.8,81.3,,,
2024135,24,28.9,17.8,62.5,,,
2024136,28.8,30.6,17.8,0.1,,,
2024137,20.5,31.1,18.3,54.4,,,
2024138,7.2,23.3,18.3,3.6,,,
2024139,25.6,30,20.6,1.3,,,
2024140,27.9,32.2,20.6,0,,,
2024141,27.3,31.7,20.6,0,,,
2024142,24.2,32.2,21.1,0,,,
2024143,17.3,32.2,21.7,0,,,
2024144,21.9,33.3,22.8,0,,,
2024145,26.1,34.4,25,0,,,
2024146,26.5,35,25,0,,,
2024147,21.1,32.2,25,0,,,
2024148,24.8,35.6,26.1,0,,,
2024149,14.5,34.4,21.1,0.5,,,
2024150,19,29.4,20.6,1.4,,,
2024151,23.1,29.4,21.1,0.7,,,
2024152,9.4,28.9,18.9,33,,,
2024153,19.5,32.8,21.1,2.3,,,
2024154,13.2,32.2,21.1,47.5,,,
2024155,23.3,32.8,20,15,,,
2024156,18.7,32.2,20,14,,,
2024157,11.4,31.1,20,5.3,,,
2024158,27.4,32.8,22.8,1.6,,,
2024159,28.9,34.4,20.6,0,,,
2024160,29.6,33.9,21.7,0,,,
2024161,28.8,33.3,22.8,0,,,
2024162,24.3,33.9,22.2,0,,,
2024163,27.9,32.8,22.2,0,,,
2024164,25.7,32.8,22.2,0,,,
2024165,29.4,32.8,22.2,0,,,
2024166,28.4,35,22.8,0,,,
2024167,26.7,36.7,23.9,0,,,
2024168,16.5,33.9,22.2,5.6,,,
2024169,11.3,28.9,23.3,1,,,
2024170,8.6,31.7,22.8,1.4,,,
2024171,21.5,32.2,23.3,5.1,,,
2024172,22.8,32.8,22.8,4.5,,,
2024173,26.7,35,23.3,0,,,
2024174,28.3,34.4,23.9,0,,,
2024175,28.2,35,24.4,0,,,
2024176,26.2,36.1,25,0,,,
2024177,23.4,35.6,25.6,4.6,,,
2024178,22.4,32.2,23.9,16,,,
2024179,25.6,32.8,23.3,1.9,,,
2024180,18.6,32.2,22.8,9.4,,,
2024181,26.1,35,24.4,0,,,
2024182,25.8,35.6,25,0,,,
2024183,24.8,35,25,7.4,,,
2024184,25.4,37.2,26.1,0,,,
2024185,21.4,36.1,26.7,0,,,
2024186,14.2,31.1,26.1,14,,,
2024187,20.2,32.2,24.4,48,,,
2024188,22.4,34.4,24.4,3.8,,,
2024189,19.2,33.9,25,5.8,,,
2024190,21.2,33.9,23.3,0,,,
2024191,24.9,33.3,23.9,0,,,
2024192,23.3,34.4,25,0,,,
2024193,20.8,35,25,0,,,
2024194,23.4,33.9,23.9,0,,,
2024195,24.4,35.6,25.6,0.5,,,
2024196,21.2,33.9,24.4,0,,,
2024197,21.9,35,23.9,0,,,
2024198,20.4,33.9,23.9,0,,,
2024199,11.6,32.2,22.8,1.3,,,
2024200,12.7,32.2,21.1,25.4,,,
2024201,14.4,27.2,22.2,16.6,,,
2024202,19.6,32.8,23.9,0,,,
2024203,13.6,31.1,23.9,4.8,,,
2024204,17.1,28.9,23.3,8.6,,,
2024205,8.8,30,23.9,19.7,,,
2024206,9.3,30.6,22.8,49.3,,,
2024207,13.8,28.9,22.2,5.8,,,
2024208,7.5,29.4,22.2,44.5,,,
2024209,16.7,31.1,22.8,0,,,
2024210,21.6,34.4,23.3,0,,,
2024211,23.8,34.4,25,0,,,
2024212,25.7,37.2,22.2,0,,,
2024213,25.8,35,26.7,0,,,
2024214,26.1,35,24.4,0,,,
2024215,23.1,34.4,25.6,0,,,
2024216,21.6,34.4,23.3,0.3,,,
2024217,24.8,35,23.9,0,,,
2024218,25.4,35.6,24.4,0,,,
2024219,25.6,37.2,25,0,,,
2024220,27.1,35.6,23.9,0,,,
2024221,26.3,35,26.1,0,,,
2024222,26,33.9,23.3,0,,,
2024223,25.9,33.9,23.9,0,,,
2024224,26.3,35.6,23.3,0,,,
2024225,23.9,35,23.9,0,,,
2024226,23.8,36.7,25,0,,,
2024227,24.1,37.2,25.6,0,,,
2024228,22.8,36.7,26.7,0,,,
2024229,23.3,36.7,24.4,5.6,,,
2024230,24.2,37.2,26.1,0,,,
2024231,24,37.2,24.4,0,,,
2024232,16,33.9,25.6,0,,,
2024233,25.2,34.4,23.9,0,,,
2024234,25.9,35,20.6,0,,,
2024235,24.5,33.3,21.7,0,,,
2024236,23.2,36.1,23.3,0,,,
2024237,26.3,35,21.1,0,,,
2024238,18.8,32.8,21.1,7.6,,,
2024239,22.2,35.6,23.9,0,,,
2024240,21.5,36.1,24.4,5.8,,,
2024241,13,35,23.9,2.8,,,
2024242,9.7,32.8,23.9,9.2,,,
2024243,12.7,28.3,23.3,12.2,,,
2024244,9.7,31.7,22.8,8.1,,,
2024245,18.1,33.3,22.8,0,,,
2024246,21.6,33.9,23.3,4.1,,,
2024247,21.8,35.6,23.3,0,,,
2024248,9.6,30.6,25,7.6,,,
